timestamp	timestamp_ms	bid	ask	spread_points	spread_price	volume	flags	last
2025.06.23 13:55:33	1750686933390	3366.54	3366.85	31.0	0.31	0.00	6	0.00
2025.06.23 13:55:34	1750686934046	3366.54	3366.84	30.0	0.30	0.00	4	0.00
2025.06.23 13:55:34	1750686934385	3366.59	3366.89	30.0	0.30	0.00	6	0.00
2025.06.23 13:55:34	1750686934708	3366.44	3366.74	30.0	0.30	0.00	6	0.00
2025.06.23 13:55:35	1750686935040	3366.50	3366.81	31.0	0.31	0.00	6	0.00
2025.06.23 13:55:35	1750686935371	3366.52	3366.83	31.0	0.31	0.00	6	0.00
2025.06.23 13:55:35	1750686935701	3366.47	3366.78	31.0	0.31	0.00	6	0.00
2025.06.23 13:55:36	1750686936023	3366.45	3366.76	31.0	0.31	0.00	6	0.00
2025.06.23 13:55:36	1750686936360	3366.47	3366.78	31.0	0.31	0.00	6	0.00
2025.06.23 13:55:37	1750686937354	3366.42	3366.73	31.0	0.31	0.00	6	0.00
2025.06.23 13:55:38	1750686938340	3366.43	3366.73	30.0	0.30	0.00	2	0.00
2025.06.23 13:55:42	1750686942303	3366.43	3366.72	29.0	0.29	0.00	4	0.00
2025.06.23 13:55:42	1750686942630	3366.42	3366.71	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:43	1750686943620	3366.47	3366.76	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:43	1750686943952	3366.52	3366.81	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:45	1750686945269	3366.47	3366.76	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:46	1750686946921	3366.51	3366.80	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:47	1750686947251	3366.56	3366.85	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:48	1750686948239	3366.51	3366.80	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:49	1750686949564	3366.61	3366.90	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:49	1750686949892	3366.55	3366.84	29.0	0.29	0.00	6	0.00
2025.06.23 13:55:50	1750686950216	3366.53	3366.81	28.0	0.28	0.00	6	0.00
2025.06.23 13:55:51	1750686951542	3366.58	3366.86	28.0	0.28	0.00	6	0.00
2025.06.23 13:55:55	1750686955168	3366.58	3366.85	27.0	0.27	0.00	4	0.00
2025.06.23 13:55:55	1750686955499	3366.56	3366.83	27.0	0.27	0.00	6	0.00
2025.06.23 13:55:55	1750686955825	3366.59	3366.86	27.0	0.27	0.00	6	0.00
2025.06.23 13:55:57	1750686957476	3366.63	3366.90	27.0	0.27	0.00	6	0.00
2025.06.23 13:55:58	1750686958471	3366.52	3366.79	27.0	0.27	0.00	6	0.00
2025.06.23 13:56:00	1750686960118	3366.52	3366.79	27.0	0.27	0.00	2	0.00
2025.06.23 13:56:00	1750686960451	3366.67	3366.94	27.0	0.27	0.00	6	0.00
2025.06.23 13:56:01	1750686961107	3366.69	3366.96	27.0	0.27	0.00	6	0.00
2025.06.23 13:56:01	1750686961443	3366.93	3367.20	27.0	0.27	0.00	6	0.00
2025.06.23 13:56:02	1750686962100	3366.88	3367.15	27.0	0.27	0.00	6	0.00
2025.06.23 13:56:02	1750686962768	3367.01	3367.28	27.0	0.27	0.00	6	0.00
2025.06.23 13:56:03	1750686963092	3367.03	3367.32	29.0	0.29	0.00	6	0.00
2025.06.23 13:56:03	1750686963747	3367.00	3367.29	29.0	0.29	0.00	6	0.00
